text,label,label_raw,speaker,image_path
Blake Masters does not support abortion exceptions for rape and incest.,Real,mostly-true,Senate Majority PAC,news_images\Real_7_404.jpg
“I don’t accept a dime of corporate money.”,Real,mostly-true,Abigail Spanberger,news_images\Real_7_405.jpg
"As a mayor, ""John Fetterman chased down an innocent, unarmed Black man,"" wielded a shotgun and ""falsely accused the man, triggering a confrontation with police.""",Real,mostly-true,American Leadership Action,news_images\Real_7_406.jpg
Blake Masters “wants to pass a national ban on abortion.”,Real,mostly-true,Mark Kelly,news_images\Real_7_407.jpg
"""Last year the IRS audited Americans earning less than $25,000 a year at five times the rate of other groups.""",Real,mostly-true,Ron Johnson,news_images\Real_7_408.jpg
"""With three months remaining in the Fiscal Year, (the border patrol) has already encountered more illegal immigrants along the Southwest border"" than in any previous fiscal year.",Real,mostly-true,Glenn Grothman,news_images\Real_7_409.jpg
“Abigail Spanberger still votes with and shares Joe Biden’s positions 100% of the time.”,Real,mostly-true,Yesli Vega,news_images\Real_7_410.jpg
“North Carolina is among some of the top states in the country for the number of ghost guns that are seized as crime guns.”,Real,mostly-true,Michael Easley Jr.,news_images\Real_7_411.jpg
"""Under Abbott, Texas leads the nation in rape offenses while the rate of arrests for rape has fallen by nearly half.""",Real,mostly-true,Beto O'Rourke,news_images\Real_7_412.jpg
“We have more oil and gas permits than ever before right now.”,Real,mostly-true,Mandela Barnes,news_images\Real_7_413.jpg
"Instead of fighting opioid  addiction, a nonprofit founded by J.D. Vance paid his “top political adviser” and funded “political polling.”",Real,mostly-true,Tim Ryan,news_images\Real_7_414.jpg
“My company was building the Keystone Pipeline when (President Joe) Biden canceled it.”,Real,mostly-true,Tim Michels,news_images\Real_7_415.jpg
"""Fifty-four percent of Wisconsinites live in a child care desert.""",Real,mostly-true,Sarah Godlewski,news_images\Real_7_416.jpg
Lee Zeldin “voted for abortion bans even when the mother’s health is at risk.”,Real,mostly-true,Kathy Hochul,news_images\Real_7_417.jpg
"Sen. Marco Rubio has ""one of the worst attendance records in the Senate.""",Real,mostly-true,Val Demings,news_images\Real_7_418.jpg
“Ninety-two percent of abortions in Virginia take place before 15 weeks.”,Real,mostly-true,Bob Good,news_images\Real_7_419.jpg
"“Graham Platner blames Maine’s women for getting raped because he says they get f----- up drunk""",Real,half-true,Pine Tree Results PAC,news_images\Real_1_420.jpg
"Since the 2020 census, Florida has ""moved from a Democrat majority to a 1.5 million Republican advantage.""",Real,half-true,Ron DeSantis,news_images\Real_1_421.jpg
Solar and wind have not reached “3% of global energy.”,Real,half-true,Chris Wright,news_images\Real_1_422.jpg
"“83% of us favor requiring a photo ID to vote. In fact, most of the civilized world requires it but not us.”",Real,half-true,Restoration of America,news_images\Real_1_423.jpg
“The Dignity Act is mass amnesty.”,Real,half-true,Brandon Gill,news_images\Real_1_424.jpg
New York leads the nation in population loss.,Real,half-true,Marc Molinaro,news_images\Real_1_425.jpg
“More Americans are working today than at any time in the history of our country.”,Real,half-true,Donald Trump,news_images\Real_1_426.jpg
"The SAVE America Act “requires everyone to re-register to vote in person and your driver’s license, REAL ID, or military ID aren’t even good enough.”",Real,half-true,Mark Kelly,news_images\Real_1_427.jpg
"The SAVE America Act “would force Americans to register (to vote) only in person, something only 5% of Americans do today.""",Real,half-true,Charles Schumer,news_images\Real_1_428.jpg
The U.S. produces “more oil than we can consume. We’re a net oil exporter.”,Real,half-true,Chris Wright,news_images\Real_1_429.jpg
"Artificial intelligence data centers ""drive up electric bills by 30 or 40%"" and ""suck up 500,000 gallons of water a day.”",Real,half-true,James Fishback,news_images\Real_1_430.jpg
“Nearly 27% of all homes sold in the first quarter of 2025 were bought by investors.”,Real,half-true,Josh Riley,news_images\Real_1_431.jpg
Said she has led the House effort to build a large Micron semiconductor facility near Syracuse.,Real,half-true,Claudia Tenney,news_images\Real_1_432.jpg
"""The crime rate now is the lowest it's been since 1900. That's 125 years.""",Real,half-true,Donald Trump,news_images\Real_1_433.jpg
“We right now have more factories and plants being built in our country than we've ever had before.”,Real,half-true,Donald Trump,news_images\Real_1_434.jpg
"Under Michigan Gov. Gretchen Whitmer, there are “fewer families living in poverty” than under her predecessor.",Real,half-true,Gretchen Whitmer,news_images\Real_1_435.jpg
"In artificial intelligence, “We're leading China by a lot.”",Real,half-true,Donald Trump,news_images\Real_1_436.jpg
"The Justice Department has been investigating fraud in Minnesota “for months. So far, we have charged 98 individuals.”",Real,half-true,Pam Bondi,news_images\Real_1_437.jpg
Gov. Kathy Hochul has raised taxes.,Real,half-true,Elise Stefanik,news_images\Real_1_438.jpg
"The Trump administration removed nursing from the list of professional degree programs, affecting aspiring nurses’ student loan access.",Real,half-true,Social Media,news_images\Real_1_439.jpg
"Stock prices for health insurance companies are “up over 1,000% over a short period of time.”",Real,half-true,Donald Trump,news_images\Real_1_440.jpg
"""Overall, the inflation since President Trump” took office “has come down.""",Real,half-true,Scott Bessent,news_images\Real_1_441.jpg
"Thirty percent of U.S. medical residents are international medical graduates, and 10,000 of 43,000 residency spots are filled by H-1B visa holders.",Real,half-true,X posts,news_images\Real_1_442.jpg
Las cifras de la Oficina de Estadísticas Laborales de EE.UU. muestran que “tenemos 1.6 millones de inmigrantes ilegales que han regresado a su país de origen voluntariamente”.,Real,half-true,Kristi Noem,news_images\Real_1_443.jpg
“Groceries are down. Energy is way down. ... Was $4 and $5 for a gallon of gas.”,Real,half-true,Donald Trump,news_images\Real_1_444.jpg
“The average American worker has already seen a $500 wage increase this year.”,Real,half-true,Donald Trump,news_images\Real_1_445.jpg
"U.S. Bureau of Labor Statistics statistics show, “We have 1.6 million illegal aliens that have gone home voluntarily.”",Real,half-true,Kristi Noem,news_images\Real_1_446.jpg
"Following the passage of a 2022 gun safety law, mass shootings “began to drop.”",Real,half-true,Chris Murphy,news_images\Real_1_447.jpg
Texas Republicans held one hearing on flood response but eight hearings on redistricting,Real,half-true,Ken Martin,news_images\Real_1_448.jpg
“We gave $60 million two weeks ago” for food aid to Gaza.,Real,half-true,Donald Trump,news_images\Real_1_449.jpg
"Florida: #51 in mental health care, #1 in home insurance costs, #1 in elder fraud, #1 in rent hikes.",Real,half-true,Gavin Newsom,news_images\Real_2_450.jpg
"President Donald Trump’s tax law has “tax breaks for billionaires, permanent; tax breaks for everybody else, expire.”",Real,half-true,Hakeem Jeffries,news_images\Real_2_451.jpg
"“If every one of the 340 million people in America paid a new $35 copay to visit the doctor, that still wouldn’t be enough to cover how much Meta would get from just one tax break in Donald Trump's ‘Big Beautiful Bill.’""",Real,half-true,Elizabeth Warren,news_images\Real_2_452.jpg
"“A lot of times, health care comes with a job.”",Real,half-true,John Thune,news_images\Real_2_453.jpg
The Republican tax and spending bill will provide a “tax cut for Social Security recipients.”,Real,half-true,American Action Network,news_images\Real_2_454.jpg
“U.S. retail gasoline prices heading into Memorial Day weekend: 20 year low.”,Real,half-true,U.S. Energy Department,news_images\Real_2_455.jpg
"“Republicans just unveiled their ‘big, beautiful bill,’ which will take Medicaid & health insurance away from 13.7 million Americans.”",Real,half-true,Bernie Sanders,news_images\Real_2_456.jpg
Trump “just denied North Carolina’s request for FEMA relief from Hurricane Helene.”,Real,half-true,Brian Tyler Cohen,news_images\Real_2_457.jpg
“Egg prices came down 50%”,Real,half-true,Donald Trump,news_images\Real_2_458.jpg
“Breaking news: The Trump administration just announced that Medicare will stop covering telehealth starting April 1. … We need to stand up to these Medicare cuts.”,Real,half-true,Ro Khanna,news_images\Real_2_459.jpg
“71 out of 72 Wisconsin counties filed lawsuits against Purdue Pharma. Brad Schimel refused to join them.”,Real,half-true,A Better Wisconsin Together,news_images\Real_2_460.jpg
“The single biggest driver of our national debt since 2001 has been Republican tax cuts.”,Real,half-true,Patty Murray,news_images\Real_2_461.jpg
"At Guantánamo Bay, “we'll have the capacity to continue to do there what we've always done. We've always had a presence of illegal immigrants there that have been detained.”",Real,half-true,Kristi Noem,news_images\Real_2_462.jpg
The U.S. has an egg shortage because the “Biden administration and the Department of Agriculture directed the mass killing of more than 100 million chickens.”,Real,half-true,Karoline Leavitt,news_images\Real_2_463.jpg
Robert F. Kennedy Jr. “made $2.5 million off suing one of the entities that (he would be regulating) and plans to keep getting a take of every lawsuit in the future.”,Real,half-true,Elizabeth Warren,news_images\Real_2_464.jpg
North Carolina Republicans “took money out of western North Carolina” with Hurricane Helene relief bill.,Real,half-true,Roy Cooper,news_images\Real_2_465.jpg
Buncombe County “is still demanding property taxes on homes destroyed by Hurricane Helene based on pre-Helene assessments that no longer apply.”,Real,half-true,Dana Loesch,news_images\Real_2_466.jpg
"“Trump won 18-to-24-year-olds in Wisconsin.""",Real,half-true,Social Media,news_images\Real_2_467.jpg
FEMA delivered “only four” temporary housing units to Helene victims in North Carolina as of Nov. 20.,Real,half-true,X posts,news_images\Real_2_468.jpg
“Kari Lake is threatening Social Security and Medicare.”,Real,half-true,WinSenate,news_images\Real_2_469.jpg
Republican Senate candidate Sam Brown “wants to cut Medicaid and Social Security.”,Real,half-true,Make the Road Nevada,news_images\Real_2_470.jpg
A Pennsylvania TV station aired the 2024 presidential election results early.,Real,half-true,Viral image,news_images\Real_2_471.jpg
El expresidente Donald Trump quiere eliminar la Ley del Cuidado de Salud a Bajo Precio.,Real,half-true,Kamala Harris,news_images\Real_2_472.jpg
Former President Donald Trump wants to take away the Affordable Care Act.,Real,half-true,Kamala Harris,news_images\Real_2_473.jpg
"Gubernatorial candidate Kelly Ayotte “has voted for national abortion bans, she has voted to defund Planned Parenthood, and she shepherded Neil Gorsuch through the Supreme Court process, and then celebrated when Roe v. Wade was overturned.”",Real,half-true,Joyce Craig,news_images\Real_2_474.jpg
“Two weeks ago 100 GOP lawmakers voted against additional FEMA funding.”,Real,half-true,Robert Reich,news_images\Real_2_475.jpg
"""We now have historic low unemployment in America among all groups of people.""",Real,half-true,Kamala Harris,news_images\Real_2_476.jpg
"When New Hampshire gubernatorial nominee Kelly Ayotte served on two companies’ boards, one “laid off 18,000 workers” and the other “laid off 1,200 American workers, moving jobs overseas.”",Real,half-true,New Hampshire Democratic Party,news_images\Real_2_477.jpg
"In Manchester, N.H., gubernatorial candidate Joyce Craig “pushed for a city sales tax. Then, Joyce Craig overrode the tax cap and tried to raise taxes six times.”",Real,half-true,Kelly Ayotte,news_images\Real_2_478.jpg
“El Proyecto 2025 quiere deshacerse de la NOAA” y del Servicio Nacional de Meteorología.,Real,half-true,Jared Moskowitz,news_images\Real_2_479.jpg
“Project 2025 wants to get rid of NOAA” and the National Weather Service.,Real,half-true,Jared Moskowitz,news_images\Real_3_480.jpg
"Florida ""put Tom Walz instead of Tim Walz"" on its ballots.",Real,half-true,Threads posts,news_images\Real_3_481.jpg
"“Donald Trump added more to the national debt than any other president, ever.”",Real,half-true,Tim Walz,news_images\Real_3_482.jpg
“The Montana Secretary of State left Kamala Harris off the ballot.”,Real,half-true,Social Media,news_images\Real_3_483.jpg
Former President Donald Trump “started out with $400 million on a silver platter and then filed for bankruptcy six times.”,Real,half-true,Kamala Harris,news_images\Real_3_484.jpg
"Of Bernie Moreno, “Now, he’s arguing for a national abortion ban, no exceptions.”",Real,half-true,Sherrod Brown,news_images\Real_3_485.jpg
Mike Rogers supported “laws that could eliminate IVF and birth control.”,Real,half-true,Elissa Slotkin,news_images\Real_3_486.jpg
Project 2025 would defund K-12 schools.,Real,half-true,Kamala Harris,news_images\Real_3_487.jpg
"El expresidente Donald Trump “tiene la intención de promulgar lo que, en efecto, es un impuesto nacional sobre las ventas…que elevaría los precios para las familias de clase media a casi $4,000 al año”.",Real,half-true,Kamala Harris,news_images\Real_3_488.jpg
"Former President Donald Trump ""intends to enact what, in effect, is a national sales tax ... that would raise prices on middle-class families by almost $4,000 a year.""",Real,half-true,Kamala Harris,news_images\Real_3_489.jpg
"“This month alone, more than 16,000 non-citizens have been removed from the voter rolls in 3 states.”",Real,half-true,Rick Scott,news_images\Real_3_490.jpg
"Says U.S. Sen. Tammy Baldwin ""believes taxpayer dollars should be used for abortion.""",Real,half-true,Bryan Steil,news_images\Real_3_491.jpg
Sam Brown “said abortion should be banned without any exceptions for rape or incest.”,Real,half-true,Jacky Rosen,news_images\Real_3_492.jpg
JD Vance holds “anti-marriage-equality views.”,Real,half-true,Pete Buttigieg,news_images\Real_3_493.jpg
"""El crimen violento aumentó bajo Donald Trump"".",Real,half-true,Tim Walz,news_images\Real_3_494.jpg
"“In 2021, Minnesotans were roughly five times more likely to move to Florida than vice versa” because they were “fleeing” the state under Democratic Gov. Tim Walz.",Real,half-true,Ron DeSantis,news_images\Real_3_495.jpg
“Violent crime was up under Donald Trump.”,Real,half-true,Tim Walz,news_images\Real_3_496.jpg
"""The Trump administration handed out taxpayer dollars to a foreign company. Hundreds of homes and farms were bulldozed, and over $500 million in taxpayer dollars were wasted preparing for Foxconn.""",Real,half-true,Joe Biden,news_images\Real_3_497.jpg
"“The weapons that Ukraine used in the early days of this war to fend off the Russian invasion are the weapons that Donald Trump sent, that Barack Obama and Joe Biden had refused to send.”",Real,half-true,Tom Cotton,news_images\Real_3_498.jpg
Former President Donald Trump is “against mail in voting.”,Real,half-true,Pennsylvania Values PAC,news_images\Real_3_499.jpg
The Trump administration “achieved the lowest African American unemployment rate and the lowest African American poverty rate ever recorded.”,Real,half-true,Donald Trump,news_images\Real_3_500.jpg
Republican legislatures “have targeted birth control” and in Wisconsin “refused to schedule a vote on a bill that would have codified a right to birth control.”,Real,half-true,Democratic Legislative Campaign Committee,news_images\Real_3_501.jpg
"""The last administration oversaw the largest increase in murders ever recorded.""",Real,half-true,Joe Biden,news_images\Real_3_502.jpg
“Wage increases have exceeded” the cost of inflation.,Real,half-true,Joe Biden,news_images\Real_3_503.jpg
Donald Trump wants to terminate the Affordable Care Act.,Real,half-true,Joe Biden,news_images\Real_3_504.jpg
“The science is clear — the gray wolf has met and exceeded recovery goals.”,Real,half-true,Tom Tiffany,news_images\Real_3_505.jpg
"Tariffs are a “direct, regressive tax on Americans” and President Joe Biden’s new tariffs on Chinese goods will “hit every family.”",Real,half-true,Jared Polis,news_images\Real_3_506.jpg
"Robert F. Kennedy Jr. called voter ID “racist,” calls NRA a “terrorist organization” and supports affirmative action.",Real,half-true,Donald Trump,news_images\Real_3_507.jpg
Former President Donald Trump “has the worst record of job loss of any president.”,Real,half-true,Nancy Pelosi,news_images\Real_3_508.jpg
"""The much-trumpeted job growth in the last year was ENTIRELY part-time jobs.""",Real,half-true,Robert F. Kennedy Jr.,news_images\Real_3_509.jpg
"Dollar Tree, Walgreens, Macy’s, Foot Locker, Gap, Burger King, Regal Cinemas and Kroger have had mass store closures during Joe Biden’s presidency.",Real,half-true,Facebook posts,news_images\Real_4_510.jpg
"“It's very misleading when (President Biden) says (inflation) used to be at 9%. This is compounding. It’s not like it went down from 9% to 3%. This is building month after month. The better way to think about it is that it’s 18%, 19% over the last three years.""",Real,half-true,Marco Rubio,news_images\Real_4_511.jpg
"Insulin for Medicare beneficiaries ""was costing 400 bucks a month on average. It now costs $35 a month.""",Real,half-true,Joe Biden,news_images\Real_4_512.jpg
"Miami’s immigration courts have the “largest backlog of any court in this country with 10% of the overall immigration cases,” and “more than 90%” of people lose their asylum claims.",Real,half-true,Jeanette Nuñez,news_images\Real_4_513.jpg
"Emergency officials warn to “stock up on food, water, and fuel ahead of the eclipse.”",Real,half-true,Facebook posts,news_images\Real_4_514.jpg
"“Since the end of the 2020 fiscal year, President Biden and Senator Baldwin have added over $7.3 trillion of debt, more than the first 228 years of our nation’s history combined.”",Real,half-true,Eric Hovde,news_images\Real_4_515.jpg
"The Trump administration ""added more to the national debt than any presidential term in American history.""",Real,half-true,Joe Biden,news_images\Real_4_516.jpg
“We cut the federal deficit by $160 billion because Medicare will no longer have to pay those exorbitant prices to Big Pharma.”,Real,half-true,Joe Biden,news_images\Real_4_517.jpg
"""We’ve already cut the federal deficit by over $1 trillion.""",Real,half-true,Joe Biden,news_images\Real_4_518.jpg
“This is the era where people are given smartphones when they cross the border and enter our country.”,Real,half-true,Jonathan Martin,news_images\Real_4_519.jpg
“North Carolina has the longest voting period in the country … and we have the most ways of voting.”,Real,half-true,Deborah Ross,news_images\Real_4_520.jpg
"“NYC will give $1,000 taxpayer-funded credit cards to migrants.”",Real,half-true,George Borrello,news_images\Real_4_521.jpg
"“Bidenomics is costing the typical American household over $11,400 more a year to buy the basics.”",Real,half-true,Bryan Steil,news_images\Real_4_522.jpg
The Bipartisan Safer Communities Act led to “a 12% reduction in urban homicides in this country.”,Real,half-true,Chris Murphy,news_images\Real_4_523.jpg
“Inflation has been at the pre-pandemic level of 2% over the last half year.”,Real,half-true,Joe Biden,news_images\Real_4_524.jpg
"In the past year, Michigan, Minnesota and Illinois passed ""highly popular” policies such as paid family leave, one of several issues that have been stymied in Wisconsin by Republicans.",Real,half-true,Chris Larson,news_images\Real_4_525.jpg
"“Tens of thousands of auto jobs were lost nationwide during Trump's presidency,” but during Biden’s presidency, “we've created more than 250,000 auto jobs.”",Real,half-true,Joe Biden,news_images\Real_4_526.jpg
U.S. tax dollars “have gone to promote transgenderism in Bangladesh.”,Real,half-true,Ron DeSantis,news_images\Real_4_527.jpg
“The racial wealth gap is the smallest it’s been in 20 years.”,Real,half-true,Joe Biden,news_images\Real_4_528.jpg
"Nikki Haley “says the retirement age at 65 is way too low, it must be much higher.”",Real,half-true,Donald Trump,news_images\Real_4_529.jpg
"In Florida, “income growth is top of the chart.”",Real,half-true,Ron DeSantis,news_images\Real_4_530.jpg
"Under the Trump administration's trade deal, “China's only fulfilled one-third of the promises of agricultural products that they were supposed to buy from our farmers.”",Real,half-true,Chris Christie,news_images\Real_4_531.jpg
"Discussing gender-affirming surgical care for minors, said that Sweden “shut it down.”",Real,half-true,Ron DeSantis,news_images\Real_4_532.jpg
"Wisconsin Republicans are backing “a nonpartisan redistricting plan based off the Iowa Model.  ... Republicans, Democrats, and the Governor pushed this plan last time redistricting happened in 2020.”",Real,half-true,Ron Tusler,news_images\Real_4_533.jpg
"China “had the largest naval fleet in the world. They had 370 ships. They'll have 400 ships in two years. We won't even have 350 ships in two decades.""",Real,half-true,Nikki Haley,news_images\Real_4_534.jpg
"In Florida, “any woman who has an abortion after six weeks — and any doctor who gives her care — will be guilty of a felony.”",Real,half-true,Gavin Newsom,news_images\Real_4_535.jpg
“Abraham Lincoln challenged a guy to a sword fight.”,Real,half-true,Markwayne Mullin,news_images\Real_4_536.jpg
"An exemption in a new Florida law “allowed Chinese nationals to buy land within a 20-mile radius of a military base, lobbied for by one of (Gov. Ron DeSantis’) donors.”",Real,half-true,Vivek Ramaswamy,news_images\Real_4_537.jpg
Republicans in Congress are “trying to wipe out federal funding to end the HIV epidemic.”,Real,half-true,Joe Biden,news_images\Real_4_538.jpg
"Gasoline prices are ""up 63%"" under President Joe Biden.",Real,half-true,Chris Rose,news_images\Real_4_539.jpg
“The Republicans and Trump funded $400 million in March of 2020 for mail ballots.”,Real,half-true,Ron DeSantis,news_images\Real_5_540.jpg
“It is harder to buy Sudafed than an AR-15 in Maine.”,Real,half-true,Shannon Watts,news_images\Real_5_541.jpg
“Prices have increased over 17% in the last two years.”,Real,half-true,Mike Johnson,news_images\Real_5_542.jpg
"“When I came into office, Iran had $70 billion in foreign exchange reserves. … By the time I left, they had nothing. They were broke.”",Real,half-true,Donald Trump,news_images\Real_5_543.jpg
"""The repeal of Roe v. Wade has exacerbated the state’s OB-GYN shortage as residency programs report a decline in enrollment due to the inability of residents to receive training in-state.""",Real,half-true,Opportunity Wisconsin,news_images\Real_5_544.jpg
"""Russia has hypersonic missile capabilities ahead of that of the U.S.”",Real,half-true,Vivek Ramaswamy,news_images\Real_5_545.jpg
“2022 was the biggest tourism year ever in West Virginia”,Real,half-true,Jim Justice,news_images\Real_5_546.jpg
West Virginia University has “increased the amount of unfunded institutional aid provided to students and expects this amount to exceed $134 million in 2024.”,Real,half-true,Paula Congelio,news_images\Real_5_547.jpg
“Gas prices have skyrocketed since Joe Biden took office and continue to do so everyday.”,Real,half-true,Carol Miller,news_images\Real_5_548.jpg
Foreign languages are “not a high priority” nationally,Real,half-true,E. Gordon Gee,news_images\Real_5_549.jpg
"China sends “fentanyl into America killing 80,000 Americans a year.”",Real,half-true,Mike Gallagher,news_images\Real_5_550.jpg
"""Since the mid-'90s, this country has been governed by revolving continuing resolution and omnibus spending bill(s). … That is the reason we're $33 trillion in debt.""",Real,half-true,Matt Gaetz,news_images\Real_5_551.jpg
“We are more energy independent today” under President Joe Biden.,Real,half-true,Gavin Newsom,news_images\Real_5_552.jpg
“Ron DeSantis is against fracking. He is against drilling.”,Real,half-true,Nikki Haley,news_images\Real_5_553.jpg
"U.S. aid to Ukraine will continue during a government shutdown, but programs for food stamps, transportation, education, justice, environmental protection and homelessness will not.",Real,half-true,Instagram posts,news_images\Real_5_554.jpg
"""Texas teacher fired for reading Diary of Anne Frank to class.”",Real,half-true,Randi Weingarten,news_images\Real_5_555.jpg
“I taught at the University of Pennsylvania for four years.”,Real,half-true,Joe Biden,news_images\Real_5_556.jpg
“We know the bank records show that nearly $20 million in payments were directed to the Biden family members and associates through various shell companies.”,Real,half-true,Kevin McCarthy,news_images\Real_5_557.jpg
"A Democrat-sponsored bill proposes a “1,000% gun tax on most firearms.”",Real,half-true,Thom Tillis,news_images\Real_5_558.jpg
"Under Gov. Ron DeSantis, “in the last five years, spending has gone up 30%"" in Florida.",Real,half-true,Chris Christie,news_images\Real_5_559.jpg
"“In three short years, we achieved energy independence.”",Real,half-true,Mike Pence,news_images\Real_5_560.jpg
The Trump administration “built nearly 500 miles of border wall.”,Real,half-true,Donald Trump,news_images\Real_5_561.jpg
"""Wages are up after being adjusted for inflation.""",Real,half-true,Joe Biden,news_images\Real_5_562.jpg
“You can work at some McDonald’s in this country for more money than … signing up for the military.”,Real,half-true,Nicole Malliotakis,news_images\Real_5_563.jpg
Federal “agencies and government have grown 50% since 2019.”,Real,half-true,Ron DeSantis,news_images\Real_5_564.jpg
“Young Americans across this country are no longer proud to be American.”,Real,half-true,Vivek Ramaswamy,news_images\Real_5_565.jpg
"“Median income in this country is … $35,000 a year. Because of Joe Biden's inflation, the average monthly expenses have increased by $500, almost.”",Real,half-true,Tim Scott,news_images\Real_5_566.jpg
"""Twenty-six out of every 100 students” in K-12 speak Spanish.",Real,half-true,Joe Biden,news_images\Real_5_567.jpg
“The White House Gift Shop is putting out a commemorative coin for Donald Trump's indictment.”,Real,half-true,Bill Cassidy,news_images\Real_5_568.jpg
"“A place like California, they give (immigrants in the country illegally) benefits. They give unemployment checks.”",Real,half-true,Ron DeSantis,news_images\Real_5_569.jpg
A chart on Arctic sea ice provides evidence that Al Gore was wrong when he said in 2009 that the north polar ice cap would lose all of its ice “within the next five to seven years.”,Real,half-true,Alex Epstein,news_images\Real_6_570.jpg
“The share of working-age men choosing to work is the lowest it has ever been.”,Real,half-true,Tim Scott,news_images\Real_6_571.jpg
"""We pay by far the highest prices in the world for prescription drugs, in some cases 10 times more than the people of any other country.""",Real,half-true,Bernie Sanders,news_images\Real_6_572.jpg
“In Congress Ron DeSantis pushed a 23% national sales tax.”,Real,half-true,MAGA Inc,news_images\Real_6_573.jpg
Four North Carolina Republicans made “campaign promises” to protect reproductive rights,Real,half-true,Roy Cooper,news_images\Real_6_574.jpg
Sen. Tommy Tuberville is preventing military promotions “because he objects to women within the military getting access to reproductive care.”,Real,half-true,Charles Schumer,news_images\Real_6_575.jpg
There is “$500 billion of unspent COVID money” that can be rescinded.,Real,half-true,Nikki Haley,news_images\Real_6_576.jpg
“Individuals released from incarceration are 129 times more likely to die of a drug overdose during the first two weeks after release.”,Real,half-true,Paul Tonko,news_images\Real_6_577.jpg
"""In the 1960s, liberals emptied our psych wards.""",Real,half-true,Mike Pence,news_images\Real_6_578.jpg
“The 5 states with the highest gun homicide rates in the nation all have loose gun laws” while “the 5 states with the lowest rates have some of the toughest laws.”,Real,half-true,Chris Murphy,news_images\Real_6_579.jpg
"“In the next two years, we'll spend more on interest on our national debt than we do on the national defense.”",Real,half-true,Mike Pence,news_images\Real_6_580.jpg
Former President Donald Trump “instructed all the governors to shut down” because of the COVID-19 pandemic.,Real,half-true,Jared Moskowitz,news_images\Real_6_581.jpg
"When discussing education savings accounts, ""We would be 31st in the nation to have these policies going forward on behalf of kids.”",Real,half-true,Brandon Creighton,news_images\Real_6_582.jpg
“We have a national debt the size of our nation’s economy for the first time since World War II.”,Real,half-true,Mike Pence,news_images\Real_6_583.jpg
"As a sitting Supreme Court justice, Daniel Kelly recused himself from a case, then “he pocketed $20,000 in contributions” from the plaintiff and family members and “unrecused himself so he could judge the case.”",Real,half-true,Janet Protasiewicz,news_images\Real_6_584.jpg
"""Businesses large and small have led Texas to be ranked the number one state for business every year that I’ve been governor.""",Real,half-true,Greg Abbott,news_images\Real_6_585.jpg
"Under a GOP bill on cash bail, ""a large quantity of people who are accused of crimes, including anyone who even witnesses certain crimes, could now be detained and subject to bail.""",Real,half-true,Darrin Madison,news_images\Real_6_586.jpg
"Democrats ""want to ban gas powered cars and gas stoves.”",Real,half-true,Nikki Haley,news_images\Real_6_587.jpg
"Because of daylight saving time, “NO alarm set for the 2:00 a.m. hour will go off” on March 12.",Real,half-true,Chain email,news_images\Real_6_588.jpg
Canada has only “had 11 school shooting deaths … in history.”,Real,half-true,Viral image,news_images\Real_6_589.jpg
"""Ron DeSantis voted to cut $473 billion from Medicare.""",Real,half-true,DeSantis Watch,news_images\Real_6_590.jpg
Gov. Abbott “signed a bill last year eliminating the requirements for Texas schools to teach MLK’s ‘I have a dream’ speech.”,Real,half-true,Sawyer Hackett,news_images\Real_6_591.jpg
"“Right now, driving 100 miles in an electric vehicle is more expensive than driving an internal combustion engine car.”",Real,half-true,Erick Erickson,news_images\Real_6_592.jpg
“We created more new jobs in two years than any president did in their entire term.”,Real,half-true,Joe Biden,news_images\Real_6_593.jpg
"""During my time in office, we've increased per pupil aid by more than $300 per student. Now, our schools have returned to the top 10 in the country after falling to 17 under the previous administration.”",Real,half-true,Tony Evers,news_images\Real_6_594.jpg
"""(Ron) DeSantis' bill would remove: background checks, instruction, training and oversight.""",Real,half-true,Gavin Newsom,news_images\Real_6_595.jpg
“Female student-athletes in Florida need to provide their schools with detailed information about their periods.”,Real,half-true,X posts,news_images\Real_6_596.jpg
"""Under Biden, we have seen over 4.6 million encounters at our southern border. Most have been released into the interior and will stay here indefinitely.""",Real,half-true,Chip Roy,news_images\Real_6_597.jpg
"“Two years ago this week, 18 million people were out of work needing unemployment benefits. Today, that number is under 1.6 million, the lowest in decades.”",Real,half-true,Joe Biden,news_images\Real_6_598.jpg
"“One quarter” of today’s $31.4 trillion federal debt “was accumulated in the four years of my predecessor,” Donald Trump.",Real,half-true,Joe Biden,news_images\Real_6_599.jpg
"“Classified documents can never be taken out of a (sensitive compartmented information facility), ever.”",Real,half-true,Brian Fitzpatrick,news_images\Real_7_600.jpg
"“When the Republicans were in power the last time for eight years, do you know how much discretionary spending increased in those eight years? Zero.”",Real,half-true,Kevin McCarthy,news_images\Real_7_601.jpg
“Take-home pay for workers is going up.”,Real,half-true,Joe Biden,news_images\Real_7_602.jpg
"""Florida's water is dirtier and sicker than when Gov. DeSantis first took office.""",Real,half-true,Lindsay Cross,news_images\Real_7_603.jpg
Luana Stoltenberg “originally LOST her race for Iowa State House when Machines declared the Democrat the Winner.”,Real,half-true,Kari Lake,news_images\Real_7_604.jpg
“We have 85 million Americans who have no health insurance.”,Real,half-true,Bernie Sanders,news_images\Real_7_605.jpg
“60% of counties in this country are refusing to implement the nation's gun laws.”,Real,half-true,Chris Murphy,news_images\Real_7_606.jpg
